A	B	C	y
-1.0	-0.30000000000000016	-0.30000000000000016	-1.142466200967089
-1.0	-0.30000000000000016	-0.20000000000000018	-1.2632643248967703
-1.0	-0.30000000000000016	-0.1000000000000002	-1.3812304824697244
-1.0	-0.30000000000000016	-2.220446049250313e-16	-1.4999999999999998
-1.0	-0.30000000000000016	0.09999999999999964	-1.181563982509408
-1.0	-0.30000000000000016	0.19999999999999973	-0.8659363299761365
-1.0	-0.30000000000000016	0.2999999999999998	-0.5515067877528033
-1.0	-0.30000000000000016	0.3999999999999997	-0.23672847800550834
-1.0	-0.30000000000000016	0.49999999999999956	0.07990341309575344
-1.0	-0.30000000000000016	0.5999999999999996	0.39987187127458945
-1.0	-0.30000000000000016	0.6999999999999997	0.724657497081652
-1.0	-0.30000000000000016	0.7999999999999996	1.0557574273719181
-1.0	-0.30000000000000016	0.8999999999999995	1.3947039990767265
-1.0	-0.30000000000000016	0.9999999999999996	1.7430834157606316
-1.0	-0.20000000000000018	-1.0	0.19348024115745766
-1.0	-0.20000000000000018	-0.9	-0.048805027282082136
-1.0	-0.20000000000000018	-0.8	-0.2622993936410447
-1.0	-0.20000000000000018	-0.7000000000000001	-0.45179502172918706
-1.0	-0.20000000000000018	-0.6000000000000001	-0.6219584330669525
-1.0	-0.20000000000000018	-0.5000000000000001	-0.7773970247006234
-1.0	-0.20000000000000018	-0.40000000000000013	-0.9227285381601182
-1.0	-0.20000000000000018	-0.30000000000000016	-1.0626547617511495
-1.0	-0.20000000000000018	-0.20000000000000018	-1.202040902977843
-1.0	-0.20000000000000018	-0.1000000000000002	-1.3460022544252952
-1.0	-0.20000000000000018	-2.220446049250313e-16	-1.4999999999999998
-1.0	-0.20000000000000018	0.09999999999999964	-1.1463357544649795
-1.0	-0.20000000000000018	0.19999999999999973	-0.8047129080572093
-1.0	-0.20000000000000018	0.2999999999999998	-0.4716953485368647
-1.0	-0.20000000000000018	0.3999999999999997	-0.14423318831884924
-1.0	-0.20000000000000018	0.49999999999999956	0.18041237510096186
-1.0	-0.20000000000000018	0.5999999999999996	0.5047344583616171
-1.0	-0.20000000000000018	0.6999999999999997	0.8310377979930337
-1.0	-0.20000000000000018	0.7999999999999996	1.1614893860414925
-1.0	-0.20000000000000018	0.8999999999999995	1.4981636723607714
-1.0	-0.20000000000000018	0.9999999999999996	1.8430834157606313
-1.0	-0.1000000000000002	-1.0	0.29348024115745774
-1.0	-0.1000000000000002	-0.9	0.06022622015610457
-1.0	-0.1000000000000002	-0.8	-0.14484278059491373
-1.0	-0.1000000000000002	-0.7000000000000001	-0.3271899338875226
-1.0	-0.1000000000000002	-0.6000000000000001	-0.49241628847473473
-1.0	-0.1000000000000002	-0.5000000000000001	-0.6464111952175036
-1.0	-0.1000000000000002	-0.40000000000000013	-0.795530147832862
-1.0	-0.1000000000000002	-0.30000000000000016	-0.9468081326584121
-1.0	-0.1000000000000002	-0.20000000000000018	-1.1082185837803409
-1.0	-0.1000000000000002	-0.1000000000000002	-1.2889905666287922
-1.0	-0.1000000000000002	-2.220446049250313e-16	-1.4999999999999993
-1.0	-0.1000000000000002	0.09999999999999964	-1.0893240666684767
-1.0	-0.1000000000000002	0.19999999999999973	-0.7108905888597072
-1.0	-0.1000000000000002	0.2999999999999998	-0.3558487194441273
-1.0	-0.1000000000000002	0.3999999999999997	-0.017034797991593464
-1.0	-0.1000000000000002	0.49999999999999956	0.31139820458408174
-1.0	-0.1000000000000002	0.5999999999999996	0.6342766029538351
-1.0	-0.1000000000000002	0.6999999999999997	0.9556428858346981
-1.0	-0.1000000000000002	0.7999999999999996	1.2789459990876244
-1.0	-0.1000000000000002	0.8999999999999995	1.6071949197989586
-1.0	-0.1000000000000002	0.9999999999999996	1.943083415760631
-1.0	-2.220446049250313e-16	-1.0	0.3934802411574574
-1.0	-2.220446049250313e-16	-0.9	0.18611876133551375
-1.0	-2.220446049250313e-16	-0.8	0.013646538650898599
-1.0	-2.220446049250313e-16	-0.7000000000000001	-0.12766370240166225
-1.0	-2.220446049250313e-16	-0.6000000000000001	-0.241227645729158
-1.0	-2.220446049250313e-16	-0.5000000000000001	-0.3301834441018263
-1.0	-2.220446049250313e-16	-0.40000000000000013	-0.39742352502142353
-1.0	-2.220446049250313e-16	-0.30000000000000016	-0.44564103312401615
-1.0	-2.220446049250313e-16	-0.20000000000000018	-0.4780013352798891
-1.0	-2.220446049250313e-16	-0.1000000000000002	-0.5218670370075145
-1.0	-2.220446049250313e-16	-2.220446049250313e-16	-1.499999999999992
-1.0	-2.220446049250313e-16	0.09999999999999964	-0.32220053704719875
-1.0	-2.220446049250313e-16	0.19999999999999973	-0.080673340359255
-1.0	-2.220446049250313e-16	0.2999999999999998	0.14531838009026865
-1.0	-2.220446049250313e-16	0.3999999999999997	0.3810718248198448
-1.0	-2.220446049250313e-16	0.49999999999999956	0.627625955699759
-1.0	-2.220446049250313e-16	0.5999999999999996	0.8854652456994119
-1.0	-2.220446049250313e-16	0.6999999999999997	1.155169117320558
-1.0	-2.220446049250313e-16	0.7999999999999996	1.4374353183334359
-1.0	-2.220446049250313e-16	0.8999999999999995	1.7330874609783677
-1.0	-2.220446049250313e-16	0.9999999999999996	2.0430834157606306
-1.0	0.09999999999999964	-1.0	0.2934802411574582
-1.0	0.09999999999999964	-0.9	0.06022622015610546
-1.0	0.09999999999999964	-0.8	-0.14484278059491285
-1.0	0.09999999999999964	-0.7000000000000001	-0.3271899338875217
-1.0	0.09999999999999964	-0.6000000000000001	-0.49241628847473384
-1.0	0.09999999999999964	-0.5000000000000001	-0.6464111952175027
-1.0	0.09999999999999964	-0.40000000000000013	-0.7955301478328611
-1.0	0.09999999999999964	-0.30000000000000016	-0.9468081326584112
-1.0	0.09999999999999964	-0.20000000000000018	-1.1082185837803402
-1.0	0.09999999999999964	-0.1000000000000002	-1.2889905666287917
-1.0	0.09999999999999964	-2.220446049250313e-16	-1.4999999999999993
-1.0	0.09999999999999964	0.09999999999999964	-1.0893240666684763
-1.0	0.09999999999999964	0.19999999999999973	-0.7108905888597064
-1.0	0.09999999999999964	0.2999999999999998	-0.35584871944412644
-1.0	0.09999999999999964	0.3999999999999997	-0.017034797991592576
-1.0	0.09999999999999964	0.49999999999999956	0.3113982045840822
-1.0	0.09999999999999964	0.5999999999999996	0.6342766029538356
-1.0	0.09999999999999964	0.6999999999999997	0.955642885834699
-1.0	0.09999999999999964	0.7999999999999996	1.2789459990876253
-1.0	0.09999999999999964	0.8999999999999995	1.6071949197989595
-1.0	0.09999999999999964	0.9999999999999996	1.9430834157606318
-1.0	0.19999999999999973	-1.0	0.1934802411574581
-1.0	0.19999999999999973	-0.9	-0.04880502728208169
-1.0	0.19999999999999973	-0.8	-0.2622993936410447
-1.0	0.19999999999999973	-0.7000000000000001	-0.4517950217291862
-1.0	0.19999999999999973	-0.6000000000000001	-0.6219584330669521
-1.0	0.19999999999999973	-0.5000000000000001	-0.777397024700623
-1.0	0.19999999999999973	-0.40000000000000013	-0.9227285381601178
-1.0	0.19999999999999973	-0.30000000000000016	-1.062654761751149
-1.0	0.19999999999999973	-0.20000000000000018	-1.2020409029778427
-1.0	0.19999999999999973	-0.1000000000000002	-1.3460022544252952
-1.0	0.19999999999999973	-2.220446049250313e-16	-1.4999999999999998
-1.0	0.19999999999999973	0.09999999999999964	-1.1463357544649793
-1.0	0.19999999999999973	0.19999999999999973	-0.8047129080572089
-1.0	0.19999999999999973	0.2999999999999998	-0.47169534853686423
-1.0	0.19999999999999973	0.3999999999999997	-0.14423318831884924
-1.0	0.19999999999999973	0.49999999999999956	0.1804123751009623
-1.0	0.19999999999999973	0.5999999999999996	0.504734458361618
-1.0	0.19999999999999973	0.6999999999999997	0.8310377979930341
-1.0	0.19999999999999973	0.7999999999999996	1.1614893860414934
-1.0	0.19999999999999973	0.8999999999999995	1.4981636723607723
-1.0	0.19999999999999973	0.9999999999999996	1.8430834157606313
-1.0	0.2999999999999998	-1.0	0.09348024115745801
-1.0	0.2999999999999998	-0.9	-0.15226470056612795
-1.0	0.2999999999999998	-0.8	-0.3680313523106191
-1.0	0.2999999999999998	-0.7000000000000001	-0.5581753226405686
-1.0	0.2999999999999998	-0.6000000000000001	-0.7268210201539802
-1.0	0.2999999999999998	-0.5000000000000001	-0.8779059867058314
-1.0	0.2999999999999998	-0.40000000000000013	-1.0152238278467764
-1.0	0.2999999999999998	-0.30000000000000016	-1.1424662009670885
-1.0	0.2999999999999998	-0.20000000000000018	-1.2632643248967703
-1.0	0.2999999999999998	-0.1000000000000002	-1.381230482469724
-1.0	0.2999999999999998	-2.220446049250313e-16	-1.4999999999999998
-1.0	0.2999999999999998	0.09999999999999964	-1.181563982509408
-1.0	0.2999999999999998	0.19999999999999973	-0.8659363299761362
-1.0	0.2999999999999998	0.2999999999999998	-0.5515067877528033
-1.0	0.2999999999999998	0.3999999999999997	-0.23672847800550745
-1.0	0.2999999999999998	0.49999999999999956	0.07990341309575388
-1.0	0.2999999999999998	0.5999999999999996	0.39987187127458945
-1.0	0.2999999999999998	0.6999999999999997	0.7246574970816524
-1.0	0.2999999999999998	0.7999999999999996	1.0557574273719181
-1.0	0.2999999999999998	0.8999999999999995	1.3947039990767265
-1.0	0.2999999999999998	0.9999999999999996	1.7430834157606316
-1.0	0.3999999999999997	-1.0	-0.006519758842542078
-1.0	0.3999999999999997	-0.9	-0.2522645292185648
-1.0	0.3999999999999997	-0.8	-0.46680323494137355
-1.0	0.3999999999999997	-0.7000000000000001	-0.6542165841243295
-1.0	0.3999999999999997	-0.6000000000000001	-0.8183076076866616
-1.0	0.3999999999999997	-0.5000000000000001	-0.9626389612343407
-1.0	0.3999999999999997	-0.40000000000000013	-1.0905678204345108
-1.0	0.3999999999999997	-0.30000000000000016	-1.2052786919635134
-1.0	0.3999999999999997	-0.20000000000000018	-1.3098144467020205
-1.0	0.3999999999999997	-0.1000000000000002	-1.4071058684599917
-1.0	0.3999999999999997	-2.220446049250313e-16	-1.4999999999999998
-1.0	0.3999999999999997	0.09999999999999964	-1.2074393684996754
-1.0	0.3999999999999997	0.19999999999999973	-0.9124864517813864
-1.0	0.3999999999999997	0.2999999999999998	-0.614319278749228
-1.0	0.3999999999999997	0.3999999999999997	-0.3120724705932423
-1.0	0.3999999999999997	0.49999999999999956	-0.004829561432755813
-1.0	0.3999999999999997	0.5999999999999996	0.3083852837419081
-1.0	0.3999999999999997	0.6999999999999997	0.6286162355978919
-1.0	0.3999999999999997	0.7999999999999996	0.9569855447411637
-1.0	0.3999999999999997	0.8999999999999995	1.2947041704242896
-1.0	0.3999999999999997	0.9999999999999996	1.643083415760632
-1.0	0.49999999999999956	-1.0	-0.10651975884254172
-1.0	0.49999999999999956	-0.9	-0.3497679699326244
-1.0	0.49999999999999956	-0.8	-0.5607026388473191
-1.0	0.49999999999999956	-0.7000000000000001	-0.7432359090630924
-1.0	0.49999999999999956	-0.6000000000000001	-0.9009816007102234
-1.0	0.49999999999999956	-0.5000000000000001	-1.0372902103872126
-1.0	0.49999999999999956	-0.40000000000000013	-1.1552812605345635
-1.0	0.49999999999999956	-0.30000000000000016	-1.257873295387375
-1.0	0.49999999999999956	-0.20000000000000018	-1.3478118025962715
-1.0	0.49999999999999956	-0.1000000000000002	-1.4276953234413183
-1.0	0.49999999999999956	-2.220446049250313e-16	-1.4999999999999998
-1.0	0.49999999999999956	0.09999999999999964	-1.228028823481002
-1.0	0.49999999999999956	0.19999999999999973	-0.9504838076756374
-1.0	0.49999999999999956	0.2999999999999998	-0.6669138821730896
-1.0	0.49999999999999956	0.3999999999999997	-0.3767859106932949
-1.0	0.49999999999999956	0.49999999999999956	-0.07948081058562728
-1.0	0.49999999999999956	0.5999999999999996	0.22571129071834628
-1.0	0.49999999999999956	0.6999999999999997	0.5395969106591285
-1.0	0.49999999999999956	0.7999999999999996	0.8630861408352191
-1.0	0.49999999999999956	0.8999999999999995	1.19720072971023
-1.0	0.49999999999999956	0.9999999999999996	1.5430834157606323
-1.0	0.5999999999999996	-1.0	-0.2065197588425418
-1.0	0.5999999999999996	-0.9	-0.4453271061538331
-1.0	0.5999999999999996	-0.8	-0.6508932672977759
-1.0	0.5999999999999996	-0.7000000000000001	-0.8270318928050642
-1.0	0.5999999999999996	-0.6000000000000001	-0.9772495681416096
-1.0	0.5999999999999996	-0.5000000000000001	-1.1047800984421485
-1.0	0.5999999999999996	-0.40000000000000013	-1.2126160868852873
-1.0	0.5999999999999996	-0.30000000000000016	-1.3035380994752344
-1.0	0.5999999999999996	-0.20000000000000018	-1.3801416907475819
-1.0	0.5999999999999996	-0.1000000000000002	-1.4448625484101874
-1.0	0.5999999999999996	-2.220446049250313e-16	-1.4999999999999998
-1.0	0.5999999999999996	0.09999999999999964	-1.245196048449871
-1.0	0.5999999999999996	0.19999999999999973	-0.9828136958269478
-1.0	0.5999999999999996	0.2999999999999998	-0.7125786862609491
-1.0	0.5999999999999996	0.3999999999999997	-0.43412073704401877
-1.0	0.5999999999999996	0.49999999999999956	-0.14697069864056322
-1.0	0.5999999999999996	0.5999999999999996	0.14944332328696008
-1.0	0.5999999999999996	0.6999999999999997	0.45580092691715723
-1.0	0.5999999999999996	0.7999999999999996	0.7728955123847623
-1.0	0.5999999999999996	0.8999999999999995	1.1016415934890218
-1.0	0.5999999999999996	0.9999999999999996	1.4430834157606314
-1.0	0.6999999999999997	-1.0	-0.3065197588425419
-1.0	0.6999999999999997	-0.9	-0.5392990856016984
-1.0	0.6999999999999997	-0.8	-0.7381121079988473
-1.0	0.6999999999999997	-0.7000000000000001	-0.9067196150610835
-1.0	0.6999999999999997	-0.6000000000000001	-1.0485720207710736
-1.0	0.6999999999999997	-0.5000000000000001	-1.1668434557347407
-1.0	0.6999999999999997	-0.40000000000000013	-1.2644631416604881
-1.0	0.6999999999999997	-0.30000000000000016	-1.3441443408217792
-1.0	0.6999999999999997	-0.20000000000000018	-1.4084111543949853
-1.0	0.6999999999999997	-0.1000000000000002	-1.4596234270243287
-1.0	0.6999999999999997	-2.220446049250313e-16	-1.4999999999999998
-1.0	0.6999999999999997	0.09999999999999964	-1.2599569270640119
-1.0	0.6999999999999997	0.19999999999999973	-1.011083159474351
-1.0	0.6999999999999997	0.2999999999999998	-0.753184927607494
-1.0	0.6999999999999997	0.3999999999999997	-0.4859677918192191
-1.0	0.6999999999999997	0.49999999999999956	-0.20903405593315538
-1.0	0.6999999999999997	0.5999999999999996	0.07812087065749651
-1.0	0.6999999999999997	0.6999999999999997	0.3761132046611375
-1.0	0.6999999999999997	0.7999999999999996	0.6856766716836908
-1.0	0.6999999999999997	0.8999999999999995	1.007669614041157
-1.0	0.6999999999999997	0.9999999999999996	1.3430834157606308
-1.0	0.7999999999999996	-1.0	-0.40651975884254155
-1.0	0.7999999999999996	-0.9	-0.6319333847153366
-1.0	0.7999999999999996	-0.8	-0.8228651034218202
-1.0	0.7999999999999996	-0.7000000000000001	-0.9830513823835847
-1.0	0.7999999999999996	-0.6000000000000001	-1.1159173044783988
-1.0	0.7999999999999996	-0.5000000000000001	-1.2246106202005809
-1.0	0.7999999999999996	-0.40000000000000013	-1.312033081134017
-1.0	0.7999999999999996	-0.30000000000000016	-1.380869346853761
-1.0	0.7999999999999996	-0.20000000000000018	-1.4336137390901844
-1.0	0.7999999999999996	-0.1000000000000002	-1.4725951004474396
-1.0	0.7999999999999996	-2.220446049250313e-16	-1.5
-1.0	0.7999999999999996	0.09999999999999964	-1.2729286004871228
-1.0	0.7999999999999996	0.19999999999999973	-1.0362857441695503
-1.0	0.7999999999999996	0.2999999999999998	-0.7899099336394753
-1.0	0.7999999999999996	0.3999999999999997	-0.5335377312927478
-1.0	0.7999999999999996	0.49999999999999956	-0.26680122039899556
-1.0	0.7999999999999996	0.5999999999999996	0.01077558695017089
-1.0	0.7999999999999996	0.6999999999999997	0.29978143733863627
-1.0	0.7999999999999996	0.7999999999999996	0.6009236762607175
-1.0	0.7999999999999996	0.8999999999999995	0.9150353149275188
-1.0	0.7999999999999996	0.9999999999999996	1.2430834157606312
-1.0	0.8999999999999995	-1.0	-0.5065197588425416
-1.0	0.8999999999999995	-0.9	-0.7234138147474405
-1.0	0.8999999999999995	-0.8	-0.9055195801889231
-1.0	0.8999999999999995	-0.7000000000000001	-1.0565654000760054
-1.0	0.8999999999999995	-0.6000000000000001	-1.1799680386833458
-1.0	0.8999999999999995	-0.5000000000000001	-1.2788667272511791
-1.0	0.8999999999999995	-0.40000000000000013	-1.3561544927935472
-1.0	0.8999999999999995	-0.30000000000000016	-1.4145070602284031
-1.0	0.8999999999999995	-0.20000000000000018	-1.4564096016611243
-1.0	0.8999999999999995	-0.1000000000000002	-1.4841815901107254
-1.0	0.8999999999999995	-2.220446049250313e-16	-1.5
-1.0	0.8999999999999995	0.09999999999999964	-1.2845150901504085
-1.0	0.8999999999999995	0.19999999999999973	-1.05908160674049
-1.0	0.8999999999999995	0.2999999999999998	-0.8235476470141174
-1.0	0.8999999999999995	0.3999999999999997	-0.5776591429522779
-1.0	0.8999999999999995	0.49999999999999956	-0.32105732744959337
-1.0	0.8999999999999995	0.5999999999999996	-0.05327514725477567
-1.0	0.8999999999999995	0.6999999999999997	0.226267419646216
-1.0	0.8999999999999995	0.7999999999999996	0.5182691994936146
-1.0	0.8999999999999995	0.8999999999999995	0.8235548848954148
-1.0	0.8999999999999995	0.9999999999999996	1.1430834157606315
-1.0	0.9999999999999996	-1.0	-0.6065197588425417
-1.0	0.9999999999999996	-0.9	-0.8138812386644783
-1.0	0.9999999999999996	-0.8	-0.9863534613488016
-1.0	0.9999999999999996	-0.7000000000000001	-1.1276637023906344
-1.0	0.9999999999999996	-0.6000000000000001	-1.2412276453237765
-1.0	0.9999999999999996	-0.5000000000000001	-1.3301834292006651
-1.0	0.9999999999999996	-0.40000000000000013	-1.3974229772793645
-1.0	0.9999999999999996	-0.30000000000000016	-1.4456208990311397
-1.0	0.9999999999999996	-0.20000000000000018	-1.4772612393001476
-1.0	0.9999999999999996	-0.1000000000000002	-1.4946623319045111
-1.0	0.9999999999999996	-2.220446049250313e-16	-1.5
-1.0	0.9999999999999996	0.09999999999999964	-1.2949958319441943
